id,Nombre,Grupo de alimento,Marca,Cantidad,Unidad,Calorias,Proteinas,Carbohidratos,Grasas,Fibra,vitA,vitB1,vitB2,vitB3,vitB5,vitB6,vitB9,vitB12,vitC,vitD,vitE,vitK,choline,calcium,copper,iron,magnesium,manganese,phosphorus,potassium,selenium,sodium,zinc,water,cholesterol,saturatedFat,monoUnsaturatedFat,polyUnsaturatedFat,glycemicIndex,tiene_micros,es_duplicado,momento_sugerido,comments,usar_en_generador
,Atún al natural,Pescados,Hacendado,100,gr,79.0,18.0,0.5,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Atún enlatado en agua,Pescados,,100,gr,121.21,23.6,0.0,3.0,,19.0,8.0,44.0,5.8,124.0,217.0,2.0,1.2,,,,,,14.0,39.0,970.0,33.0,19.0,217.0,237.0,65.7,50.0,480.0,74.0,42.0,0.8,0.8,1.1,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,False
,Atún rojo,Pescados,,100,gr,137.42,23.3,0.0,4.9,,2.2,241.0,251.0,8.7,1.1,455.0,2.0,9.4,,227.0,1.0,,65.0,8.0,86.0,1.0,50.0,15.0,254.0,252.0,36.5,39.0,600.0,68.1,38.0,1.3,1.6,1.4,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Bacalao,Pescados,,100,gr,77.27,17.8,0.0,0.7,,40.0,76.0,65.0,2.1,153.0,245.0,7.0,0.9,1.0,36.0,640.0,0.1,65.2,16.0,28.0,380.0,32.0,15.0,203.0,413.0,33.1,54.0,450.0,81.2,43.0,0.1,0.1,0.2,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Bonito,Pescados,Hacendado,100,gr,192.0,25.0,0.6,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Filetes de merluza del cabo,Pescados,Hacendado,100,gr,82.0,18.0,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Lomos de Atún,Pescados,,100,gr,89.0,20.0,1.3,0.6,,,,,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Medallones de Merluza,Pescados,,100,gr,82.0,18.0,0.5,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Merluza a la plancha,Pescados,,100,gr,132.0,21.4,0.4,4.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Pescado Sardina fresca,Pescados,,100,gr,112.9,20.8,0.0,3.3,,,,,,,,,,4.9,,,,,19.0,,1.0,,,193.0,,,,0.5,74.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado bacalao seco salado,Pescados,,100,gr,77.78,14.4,2.6,1.1,,,,,,,,,,18.3,,,,,50.0,,1.8,,,221.0,,,,1.4,82.4,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado bonito,Pescados,,100,gr,226.3,52.3,0.0,1.9,,,,,,,,,,,,,,,524.0,,4.9,,,650.0,,,,,29.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado caballa,Pescados,,100,gr,136.3,16.3,0.0,7.9,,,,,,,,,,5.7,,,,,59.0,,0.7,,,366.0,,,,,72.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado cabinza,Pescados,,100,gr,65.2,14.5,0.0,0.8,,,,,,,,,,,,,,,88.9,,2.0,,,,,,,,83.8,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado cabrilla,Pescados,,100,gr,77.6,18.5,0.0,0.4,,,,,,,,,,9.3,,,,,102.0,,1.2,,,81.0,,,,,78.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado carachama,Pescados,,100,gr,114.78,23.2,2.6,1.3,,,,,,,,,,0.8,,,,,171.8,,4.8,,,180.0,,,,1.4,69.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado chita,Pescados,,100,gr,150.2,19.1,0.0,8.2,,,,,,,,,,8.7,,,,,77.1,,3.0,,,276.0,,,,1.7,70.8,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado cojinova,Pescados,,100,gr,134.6,23.3,0.0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,70.4,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado corvina,Pescados,,100,gr,82.9,19.6,0.0,0.5,,,,,,,,,,4.7,,,,,126.0,,0.3,,,240.0,,,,,77.2,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado lenguado,Pescados,,100,gr,131.4,23.4,0.0,4.2,,,,,,,,,,1.6,,,,,28.0,,0.7,,,258.0,,,,,70.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado lisa,Pescados,,100,gr,101.8,17.2,1.5,3.0,,,,,,,,,,10.1,,,,,24.0,,1.8,,,274.0,,,,1.0,75.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado lorna,Pescados,,100,gr,106.9,23.8,0.0,1.3,,,,,,,,,,,,,,,24.1,,0.5,,,,,,,,73.4,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,"Pescado lorna, salado",Pescados,,100,gr,142.9,24.0,3.4,3.7,,,,,,,,,,,,,,,15.0,,1.0,,,206.0,,,,,69.9,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado pampanito,Pescados,,100,gr,90.8,19.1,0.0,1.6,,,,,,,,,,2.5,,,,,60.0,,2.3,,,239.0,,,,,77.8,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado pejerrey,Pescados,,100,gr,60.4,14.2,0.0,0.4,,,,,,,,,,4.8,,,,,140.0,,1.2,,,151.0,,,,,82.8,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado perico,Pescados,,100,gr,93.0,21.0,0.0,1.0,,,,,,,,,,1.6,,,,,22.0,,1.0,,,170.0,,,,,75.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado tramboyo,Pescados,,100,gr,164.0,32.9,0.0,3.6,,,,,,,,,,,,,,,,,,,,,,,,,44.8,,,,,,False,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pescado trucha,Pescados,,100,gr,130.6,20.5,0.0,5.4,,,,,,,,,,5.9,,,,,49.0,,1.9,,,217.0,,,,,72.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Pota,Pescados,,100,gr,100.0,19.6,0.0,2.4,,,,,,,,,,,,,,,105.0,,0.7,,,311.0,,,,,76.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Solomillos atún,Pescados,,100,gr,119.0,22.0,0.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Tilapia,Pescados,,100,gr,95.62,20.1,0.0,1.7,,,41.0,63.0,3.9,487.0,162.0,24.0,1.6,,124.0,400.0,1.4,42.5,10.0,75.0,560.0,27.0,37.0,170.0,302.0,41.8,52.0,330.0,78.1,50.0,0.8,0.7,0.5,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Eglefino,Pescados,,100,gr,82.12,18.9,0.0,0.7,,57.0,35.0,37.0,3.8,127.0,300.0,12.0,1.2,,24.0,390.0,0.1,65.0,33.0,26.0,1.1,39.0,25.0,188.0,311.0,30.2,68.0,370.0,79.9,57.0,0.1,0.1,0.2,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Hipogloso,Pescados,,100,gr,103.85,20.8,0.0,2.3,,157.0,60.0,75.0,5.8,329.0,344.0,12.0,1.2,,229.0,850.0,0.1,61.8,47.0,27.0,840.0,83.0,15.0,222.0,450.0,36.5,54.0,420.0,77.9,32.0,0.3,0.8,0.7,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Pescado blanco,Pescados,,100,gr,129.1,19.1,0.0,5.9,,120.0,140.0,120.0,3.0,750.0,300.0,15.0,1.0,,478.0,200.0,0.1,65.0,26.0,72.0,370.0,33.0,67.0,270.0,317.0,12.6,51.0,990.0,72.8,60.0,0.9,2.0,2.1,,True,False,Comida / cena,0.0 | Fuente: base original de Alzum.,True
,Big Mac,Platos preparados,,1,ud,590.0,25.0,46.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Cocido casero,Platos preparados,,100,gr,131.0,5.6,7.0,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,KFC Pierna,Platos preparados,,1,ud,120.0,11.0,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,McDonalds Papitas medianas,Platos preparados,,1,ud,320.0,5.0,43.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Yogur natural sin gluten,Lácteos,Hacendado,100,gr,38.0,4.2,4.8,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,,Fuente: base original de Alzum.,True
,Chucrut,Salsas y condimentos,,100,gr,22.0,1.5,1.9,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Mayonesa,Salsas y condimentos,,100,gr,680.0,1.0,0.6,75.0,,,,,,,,,,,,,,,,,,,,,,,0.6,,,,12.0,17.0,45.0,,False,False,Comida / cena,Mayonesa genérica | Fuente: base original de Alzum.,True
,Mayonesa,Salsas y condimentos,Hacendado,100,gr,599.0,0.7,2.6,65.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Mermelada frutilla,"Azúcares, siropes y edulcorantes",,100,gr,241.0,0.4,59.4,0.2,,,,,,,,,,,,,,,40.0,,1.2,,,13.0,,,,,39.7,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Mostaza Dijon,Salsas y condimentos,Hacendado,100,gr,149.0,7.2,1.8,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Salsa de Tomate,Salsas y condimentos,,100,gr,27.9,1.5,3.9,0.7,,,,,,,,,,,,,,,117.0,,3.0,,,64.0,,,,0.2,75.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Sazonador Burritos,Salsas y condimentos,Hacendado,100,gr,268.0,14.2,39.6,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Teriyaki ( masterfood ),Salsas y condimentos,,100,gr,180.0,0.2,40.8,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Champiñones laminados bote,"Setas, hongos y algas",Hacendado,100,gr,21.0,2.8,1.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Tortitas de legumbre,Snacks y aperitivos,,100,gr,366.0,25.0,55.0,3.1,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,0.7,,,,False,False,Media mañana / merienda,Fuente: base original de Alzum.,True
,"Aminoácidos, BCAA's",Suplementos deportivos,,100,gr,400.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",0.0 | Fuente: base original de Alzum.,True
,"Aminoácidos, EAA",Suplementos deportivos,,100,gr,400.0,100.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",0.0 | Fuente: base original de Alzum.,True
,Avena,Suplementos deportivos,Max Protein,100,gr,356.8,11.1,57.4,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Barra snack - caramel,Suplementos deportivos,Prozis,100,gr,402.0,30.0,39.0,13.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Barra wafer vainilla,Suplementos deportivos,Prozis,100,gr,532.0,31.0,25.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Brownie,Suplementos deportivos,Prozis,100,gr,426.4,5.4,53.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,CENTRUM,Suplementos deportivos,,1,u,0.0,0.0,0.0,0.0,,2.0,1.4,1.6,,,2.0,,1.0,60.0,,14.9,30.0,,,2.0,14.0,100.0,2.5,125.0,40.0,25.0,,15.0,,,,,,,True,False,"Desayuno, Media mañana / merienda",0 | Fuente: base original de Alzum.,True
,Crema de cacahuete,Frutos secos y semillas,Prozis,100,gr,630.0,26.0,11.0,52.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,F-1,Suplementos deportivos,Herbalife,100,gr,222.0,35.0,31.0,1.8,16.0,1180.0,,,,,1.6,,,104.0,7.3,17.0,110.0,,390.0,1.7,21.0,431.0,3.1,890.0,1420.0,81.0,,11.0,,,,,,,True,False,"Desayuno, Media mañana / merienda","Desglose de ácidos grasos vaciado: era incompatible con la grasa total corregida. [Corregido: el registro original era incoherente.] Grasa 10 -> 1,8 g para cuadrar con sus 222 kcal. Fuente: base original de Alzum.",True
,F-3,Suplementos deportivos,Herbalife,100,gr,385.0,83.0,3.7,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Krispees,Suplementos deportivos,Prozis,100,gr,397.0,26.0,46.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Megaplex gainer,Suplementos deportivos,,100,gr,396.2,16.6,83.0,0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda","Reescalado a 100 g. El registro original daba los valores por 3,5 cazos (265 g). | SON 3.5 COPAS | Fuente: base original de Alzum.",True
,Oatmeal - proteína,Suplementos deportivos,Prozis,100,gr,378.0,30.0,48.0,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Oatmeal banana,Suplementos deportivos,Prozis,100,gr,372.0,31.0,45.0,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Protein pancakes,Suplementos deportivos,Prozis,100,gr,364.0,55.0,23.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína cookies and cream,Suplementos deportivos,Prozis,100,gr,371.0,73.0,5.4,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Pan,Pan y pasta,Prozis,100,gr,245.0,17.0,17.0,9.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Peanut Butter crunchy,Suplementos deportivos,Prozis,100,gr,616.0,25.0,15.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Protein snack toffee,Suplementos deportivos,Prozis,100,gr,402.0,30.0,39.0,13.0,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína Hidro whey isolate de,Suplementos deportivos,Prozis,100,gr,402.0,90.0,2.9,3.4,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,2.0,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína WHEY,Suplementos deportivos,Decathlon,100,gr,361.0,70.0,14.0,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína Xtreme Whey White Chocolate,Suplementos deportivos,Prozis,100,gr,402.0,71.0,13.0,7.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína Chocolate,Suplementos deportivos,Prozis,100,gr,385.8,81.0,3.3,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Proteína Whey Isolada Vainilla (ON),Suplementos deportivos,,29,gr,117.0,24.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",0 | Fuente: base original de Alzum.,True
,Proteína whey,Suplementos deportivos,,100,gr,368.0,71.0,6.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Rebuild Strength,Suplementos deportivos,,100,gr,380.0,51.0,36.0,3.0,,,,,,,,,,160.0,,9.1,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Whey Isolate Zero,Suplementos deportivos,,100,gr,353.0,82.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Billion blanco,Suplementos deportivos,Prozis,100,gr,445.0,21.0,47.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Creatina,Suplementos deportivos,,100,gr,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",0.0 | Fuente: base original de Alzum.,True
,Nacho chips,Suplementos deportivos,Prozis,100,gr,346.0,45.0,20.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,"Desayuno, Media mañana / merienda",Fuente: base original de Alzum.,True
,Camote,Tubérculos y raíces,,100,gr,87.21,1.6,20.1,0.1,3.0,14.2,78.0,61.0,557.0,800.0,209.0,11.0,,2.4,,260.0,1.8,12.3,30.0,151.0,610.0,25.0,258.0,47.0,337.0,0.6,55.0,300.0,77.3,,,,,4.2,True,False,Comida / cena,61.0 | Fuente: base original de Alzum.,True
,Camote amarillo,Tubérculos y raíces,,100,gr,117.0,1.2,27.6,0.2,,,,,,,,,,10.0,,,,,41.0,,0.8,,,31.0,,,,0.3,69.9,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Camote blanco,Tubérculos y raíces,,100,gr,120.9,1.7,28.3,0.1,,,,,,,,,,12.9,,,,,26.0,,2.5,,,33.0,,,,,68.8,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Camote morado,Tubérculos y raíces,,100,gr,111.1,1.4,25.7,0.3,,,,,,,,,,13.6,,,,,36.0,,1.4,,,40.0,,,,,71.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Harina de Camote,Tubérculos y raíces,,100,gr,353.7,2.1,84.3,0.9,,,,,,,,,,7.9,,,,,153.0,,5.7,,,99.0,,,,0.3,9.9,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Harina de Yuca,Tubérculos y raíces,,100,gr,334.9,1.7,80.9,0.5,,,,,,,,,,13.6,,,,,155.0,,5.3,,,110.0,,,,,14.3,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,KFC puré de papa,Tubérculos y raíces,,1,ud,120.0,2.0,19.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Maca (Tubérculo seco),Tubérculos y raíces,,100,gr,326.8,11.8,66.3,1.6,,,,,,,,,,2.5,,,,,247.0,,14.7,,,183.0,,,,,15.3,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Olluco sin cáscara,Tubérculos y raíces,,100,gr,62.5,1.1,14.3,0.1,,,,,,,,,,11.5,,,,,3.0,,1.1,,,28.0,,,,,83.7,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Papa,Tubérculos y raíces,,100,gr,78.77,2.0,17.5,0.1,2.2,2.0,80.0,32.0,1.1,296.0,295.0,16.0,,19.7,,10.0,1.9,12.1,12.0,108.0,780.0,23.0,153.0,57.0,421.0,0.3,6.0,290.0,79.3,,,,,0.8,True,False,Comida / cena,85.0 | Fuente: base original de Alzum.,True
,Papa amarilla sin cáscara,Tubérculos y raíces,,100,gr,104.8,2.0,23.3,0.4,,,,,,,,,,9.0,,,,,6.0,,0.4,,,52.0,,,,0.3,73.2,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Papa cocida,Tubérculos y raíces,,100,gr,80.0,2.0,18.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Puré patatas copos,Tubérculos y raíces,Carrefour,100,gr,360.0,7.7,77.0,0.6,8.0,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.3,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Remolacha raíz,Tubérculos y raíces,,100,gr,46.21,1.6,9.6,0.2,,,,,,,,,,4.9,,,,,16.0,,0.8,,,40.0,,,,0.4,87.6,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Yuca amarilla fresca sin cáscara,Tubérculos y raíces,,100,gr,160.6,0.6,39.1,0.2,,,,,,,,,,36.3,,,,,35.0,,0.4,,,62.0,,,,0.2,59.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Yuca asada,Tubérculos y raíces,,100,gr,182.7,0.6,44.4,0.3,,,,,,,,,,22.9,,,,,29.0,,0.2,,,69.0,,,,0.2,53.7,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Yuca blanca fresca sin cáscara,Tubérculos y raíces,,100,gr,162.2,0.8,39.3,0.2,,,,,,,,,,30.7,,,,,25.0,,0.5,,,52.0,,,,0.2,58.9,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Yuca blanca sancochada,Tubérculos y raíces,,100,gr,149.4,0.5,36.4,0.2,,,,,,,,,,22.7,,,,,26.0,,0.2,,,60.0,,,,0.2,62.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Zanahoria amarilla sin cáscara,Tubérculos y raíces,,100,gr,43.7,0.6,9.2,0.5,,,,,,,,,,17.4,,,,,33.0,,0.5,,,16.0,,,,0.2,89.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Patatas fritas (merienda),Tubérculos y raíces,,100,gr,557.08,6.6,50.8,36.4,4.4,,63.0,230.0,4.2,4.3,723.0,75.0,,18.6,,6.7,22.1,12.1,24.0,398.0,1.6,70.0,664.0,155.0,1.6,8.1,525.0,2.4,2.3,,4.0,16.0,16.0,0.4,True,False,Comida / cena,56.0 | Fuente: base original de Alzum.,True
,Ñame (batata),Tubérculos y raíces,,100,gr,119.17,1.5,27.9,0.2,4.1,138.0,112.0,32.0,552.0,314.0,293.0,23.0,,17.1,,350.0,2.3,16.5,17.0,178.0,540.0,21.0,397.0,55.0,816.0,0.7,9.0,240.0,69.6,,,,0.1,0.5,True,False,Comida / cena,50.0 | Fuente: base original de Alzum.,True
,Acelgas,Verduras y hortalizas,,100,gr,28.0,1.9,4.0,0.2,1.2,335.2,,,,,,,,35.0,,,,,105.0,,3.3,76.0,,,378.0,0.9,150.0,,92.0,,,,,,True,False,Comida / cena,Fuente: base original de Alzum.,True
,Ajo sin cáscara,Verduras y hortalizas,,100,gr,151.2,5.6,30.4,0.8,,,,,,,,,,9.1,,,,,94.0,,1.7,,,180.0,,,,1.2,61.4,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Alcachofa,Verduras y hortalizas,,100,gr,24.6,2.8,2.9,0.2,,,,,,,,,,,,,,,42.0,,1.1,,,51.0,,,,0.5,92.9,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Alfalfa,Verduras y hortalizas,,100,gr,23.0,4.0,2.1,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Apio sin hojas,Verduras y hortalizas,,100,gr,23.8,0.7,4.8,0.2,,,,,,,,,,8.3,,,,,70.0,,1.5,,,28.0,,,,0.1,93.4,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Berenjenas tomate y mozarella,Verduras y hortalizas,,100,gr,271.0,8.6,32.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Brócoli,Verduras y hortalizas,,100,gr,41.17,2.8,6.6,0.4,2.6,623.0,71.0,117.0,639.0,573.0,175.0,63.0,,89.2,,780.0,101.6,18.7,47.0,49.0,730.0,21.0,210.0,66.0,316.0,2.5,33.0,410.0,89.3,,,,,1.7,True,True,Comida / cena,15.0 | Fuente: base original de Alzum.,False
,Brócoli Bimi,Verduras y hortalizas,,100,gr,35.0,3.8,2.7,0.2,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,Comida / cena,Fuente: base original de Alzum.,True
,Caigua,Verduras y hortalizas,,100,gr,17.0,0.5,3.3,0.2,,,,,,,,,,11.4,,,,,34.0,,0.9,,,43.0,,,,,95.0,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Caigua serrana,Verduras y hortalizas,,100,gr,23.3,1.5,4.1,0.1,,,,,,,,,,6.9,,,,,32.0,,0.5,,,32.0,,,,,93.5,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Cebollas,Verduras y hortalizas,,100,gr,42.66,1.1,9.3,0.1,1.7,2.0,46.0,27.0,116.0,123.0,120.0,19.0,,7.4,,20.0,0.4,6.1,23.0,39.0,210.0,10.0,129.0,29.0,146.0,0.5,4.0,170.0,89.1,,,,,4.2,True,False,Comida / cena,15.0 | Fuente: base original de Alzum.,True
,Cebollita china,Verduras y hortalizas,,100,gr,42.8,2.3,7.5,0.4,,,,,,,,,,10.5,,,,,141.0,,1.1,,,61.0,,,,0.5,88.7,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
,Col blanca,Verduras y hortalizas,,100,gr,27.1,1.3,4.8,0.3,,,,,,,,,,31.4,,,,,46.0,,0.4,,,46.0,,,,0.2,93.1,,,,,,True,False,Comida / cena,0 | Fuente: base original de Alzum.,True
